name,online_order,book_table,rate,votes,location,rest_type,cuisines,average cost for 2
Sukh Sagar,Yes,No,3.8,473,Koramangala 5th Block,Casual Dining,Chinese Food Indian Indian North South Street,500.0
Sherlock's Pub,No,Yes,3.9,596,Koramangala 5th Block,Casual Dining Pub,Chinese Continental Indian North,1300.0
Fabindia Cafe,No,No,4.2,226,Koramangala 2nd Block,Cafe,Cafe Food Street,200.0
Tetto,Yes,No,3.7,130,Koramangala 1st Block,Bar Casual Dining,Continental,1200.0
Over The Top Terrace Lounge,No,Yes,3.9,1390,Koramangala 5th Block,Lounge,Continental Indian North,1400.0
Meenu Oota Da Maane,Yes,Yes,4.2,296,Koramangala 5th Block,Casual Dining,Chinese Mangalorean Seafood,800.0
Bangaliana,Yes,No,3.9,454,Koramangala 7th Block,Casual Dining,Bengali,600.0
PagalKhana,Yes,Yes,3.8,146,Koramangala 4th Block,Casual Dining,Beverages Chinese Continental Fast Food,1000.0
7 Plates,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,Fast Food Mughlai,750.0
Aalishan Restaurant & Caterer,Yes,No,3.5,889,Koramangala 7th Block,Casual Dining,Indian Mughlai North,650.0
Terra Bites,Yes,No,4.0,66,Koramangala 4th Block,Cafe Casual Dining,Cafe Continental Italian,700.0
Tandoor Hut,Yes,No,4.1,1004,Koramangala 5th Block,Casual Dining,Chinese Indian Mughlai North Rolls,700.0
Vitamin Palace,No,No,4.1,172,Koramangala 7th Block,Cafe,Beverages Cafe Food Healthy Juices,650.0
Axomi - Taste of Assam,Yes,No,4.1,616,Koramangala 7th Block,Casual Dining,Assamese,500.0
Hakka Chinese Restaurant,Yes,No,3.9,332,Koramangala 1st Block,Casual Dining,Chinese Thai,600.0
Lazeez,Yes,No,3.1,911,Koramangala 5th Block,Casual Dining,Biryani Indian Mughlai North,600.0
Saara's Grill n Spice - SS Lumina Hotel,No,Yes,4.3,108,Koramangala 7th Block,Casual Dining,Arabian Beverages Indian North,1000.0
WTF,Yes,No,4.1,96,Koramangala 5th Block,Cafe,Cafe Continental,600.0
The Yogisthaan Cafe,Yes,No,4.1,61,Koramangala 2nd Block,Cafe,Beverages Cafe Food Healthy Salad,600.0
Aami Bangali,Yes,No,3.6,74,Koramangala 5th Block,Casual Dining,Bengali,700.0
12th Main - Grand Mercure,No,Yes,4.1,354,Koramangala 3rd Block,Dining Fine,Asian European,2000.0
Billionaires Cafe,No,No,3.8,47,Koramangala 5th Block,Cafe,Cafe Italian,600.0
Shree Thali,No,No,4.1,183,Koramangala 5th Block,Mess,Indian North,150.0
Paratha Plaza,No,No,3.9,220,Koramangala 4th Block,Bites Quick,Indian North,250.0
Cafemoto,Yes,No,4.0,201,Koramangala 5th Block,Cafe,Burger Cafe Continental Italian,800.0
Fandom at Gilly's Redefined,No,No,3.9,109,Koramangala 4th Block,Bar,Finger Food,1500.0
Maxpresso,No,No,4.1,324,Koramangala 7th Block,Cafe,American Beverages Cafe Italian,700.0
Haji Ali Juice Centre,Yes,No,4.0,152,Koramangala 5th Block,Beverage Bites Quick Shop,Beverages Desserts Fast Food,350.0
Mars Chicken Delight,No,No,3.7,107,Koramangala 1st Block,Casual Dining,Beverages Biryani Chinese Indian North,500.0
Kebarbiq,No,No,4.0,138,Koramangala 7th Block,Casual Dining,Arabian Eastern Grill Indian Middle Mughlai North,800.0
Cafe Coffee Day The Lounge,Yes,No,3.6,76,Koramangala 4th Block,Cafe,Cafe Fast Food,650.0
Thalassery Restaurant,Yes,No,3.6,383,Koramangala 5th Block,Casual Dining,Biryani Chinese Indian Indian Juices Kerala North Seafood South,600.0
Namaste Kitchen,Yes,No,3.8,172,Koramangala 5th Block,Casual Dining,Chinese Indian Indian North South,550.0
Smise,No,No,4.0,1209,Koramangala 4th Block,Cafe,Burger Cafe Continental Italian Pizza,650.0
Tella Tales,Yes,No,4.2,414,Koramangala 5th Block,Cafe,Beverages Cafe Desserts,700.0
Grills And Tandoor,Yes,Yes,3.7,113,Koramangala 5th Block,Casual Dining,Chinese Indian North,900.0
Punjabi Chulha,Yes,No,3.8,38,Koramangala 1st Block,Casual Dining,Indian North,500.0
The Paramount Hotel,Yes,No,3.6,243,Koramangala 5th Block,Casual Dining,Biryani Indian Kerala North Seafood,1000.0
Gam's Delicacy,Yes,Yes,4.2,325,Koramangala 7th Block,Casual Dining,Assamese Chinese Indian North,800.0
Mast Kalandar,No,No,2.5,547,Koramangala 4th Block,Casual Dining,Indian North,450.0
Barcode,No,Yes,3.8,170,Koramangala 4th Block,Bar,Indian Indian North South,1300.0
Maria's Goan Kitchen,Yes,No,4.0,396,Koramangala 7th Block,Casual Dining,Biryani Chinese Goan,750.0
TRIGEREATO,Yes,Yes,4.4,104,Koramangala 8th Block,Cafe,Beverages Cafe Continental,700.0
Shaap,Yes,No,3.6,207,Koramangala 5th Block,Casual Dining,Kerala Seafood,500.0
Hotel Food Lands,Yes,No,3.8,57,Koramangala 7th Block,Casual Dining,Mangalorean Seafood,700.0
Elmas Restaurant,Yes,No,3.4,34,Koramangala 7th Block,Casual Dining,Biryani Chinese Indian Indian Kerala North Seafood South,650.0
Dhuaan,No,No,4.3,148,Koramangala 5th Block,Cafe,Cafe Continental,800.0
Urban Spoon Buffet Restaurant,No,Yes,3.5,32,Koramangala 5th Block,Casual Dining,Chinese Indian North,1000.0
Momoz,No,No,3.9,626,Koramangala 5th Block,Casual Dining,Chinese Momos,600.0
Vasudev Adiga's,No,No,2.8,289,Koramangala 4th Block,Casual Dining,Chinese Food Indian Indian North South Street,250.0
Silsila,No,No,2.7,47,Koramangala 4th Block,Casual Dining,Indian North,800.0
Delicacy,Yes,No,3.9,523,Koramangala 4th Block,Casual Dining,Chinese Momos Thai,500.0
Loca Moca,No,No,3.7,46,Koramangala 1st Block,Cafe,Cafe Continental,600.0
Dreams Cafe - All Day English Food St.,Yes,No,3.8,230,Koramangala 1st Block,Cafe,Burger Cafe Continental,600.0
Zeeshan,Yes,No,3.8,214,Koramangala 7th Block,Casual Dining,Biryani Indian Kebab North Rolls,700.0
Punjabi Dhaba,Yes,No,3.4,357,Ejipura,Bites Quick,Indian North,350.0
California Burrito,No,No,4.1,1228,Koramangala 5th Block,Bites Quick,Fast Food Mexican,400.0
Stoner,Yes,No,4.5,2627,Koramangala 5th Block,Cafe Dessert Parlor,Beverages Burger Cafe Cream Desserts Ice Pizza,500.0
La Pino'z Pizza,Yes,No,4.1,510,Koramangala 4th Block,Bites Quick,Beverages Italian Pizza,600.0
Sree Krishna Kafe,Yes,No,4.2,973,Koramangala 5th Block,Bites Quick,Indian South,200.0
Momo Blues,Yes,No,3.7,0,Koramangala 5th Block,Bites Quick,Chinese Momos Nepalese Tibetan,200.0
Snow'ora,Yes,Yes,4.3,343,Koramangala 4th Block,Bites Quick,Beverages Cream Desserts Ice,450.0
Ramji Chaiwale,Yes,No,3.8,94,Koramangala 1st Block,Bites Quick,Beverages Fast Food,250.0
Khawa Karpo,No,No,4.3,996,Koramangala 5th Block,Bites Quick,Chinese Momos Tibetan,350.0
Habibi Falafel,Yes,No,4.3,220,Koramangala 1st Block,Bites Quick,Eastern Lebanese Middle,300.0
Tenzin Kitchen,Yes,No,4.2,537,Koramangala 7th Block,Bites Quick,Chinese Momos Tibetan,450.0
Leon Grill,Yes,No,4.3,172,Koramangala 5th Block,Bites Quick,Burger Fast Food,500.0
Gods Own Cafe,Yes,No,4.4,384,Koramangala 7th Block,Bites Quick,Indian Kerala Seafood South,300.0
IDC Kitchen,No,No,4.2,53,Koramangala 5th Block,Bites Quick,Indian South,200.0
Tibetan Kitchen,Yes,No,4.3,247,Koramangala 5th Block,Bites Quick,Chinese Continental Momos Tibetan,600.0
30 Square,Yes,No,4.2,559,Koramangala 5th Block,Bites Quick,Momos Nepalese Tibetan,400.0
Sagar Fast Food,Yes,No,4.0,138,Koramangala 8th Block,Bites Quick,Chinese Food Indian Indian North South Street,250.0
Arya Hungry?,Yes,No,4.3,280,Koramangala 7th Block,Bites Quick,Indian North,450.0
Burger King,Yes,No,3.9,1050,Koramangala 7th Block,Bites Quick,Beverages Burger Fast Food,600.0
Atta Galata,No,No,4.1,210,Koramangala 5th Block,Bites Quick,Bakery Beverages,200.0
Sonar Bangala,Yes,No,3.8,75,Koramangala 5th Block,Bites Quick,Bengali Indian North,500.0
Smoor,Yes,No,4.2,101,Koramangala 7th Block,Cafe Dessert Parlor,Beverages Cafe Desserts,900.0
Faasos,Yes,No,4.0,461,Koramangala 8th Block,Bites Quick,Biryani Fast Food Indian North,500.0
Momo Hut,Yes,No,4.0,685,Koramangala 5th Block,Bites Quick,Chinese Momos Tibetan,250.0
Savitha Family Restaurant,Yes,No,4.0,199,Koramangala 4th Block,Bites Quick,Indian North,500.0
Chaska Bun,Yes,No,4.2,166,Koramangala 5th Block,Bites Quick,Fast Food,300.0
Rang De Basanthi,Yes,No,3.7,434,Koramangala 4th Block,Bites Quick,Chinese Indian Indian North South,400.0
Crown Gold,Yes,No,3.9,49,Koramangala 4th Block,Bites Quick,Chinese Indian Seafood South,400.0
Laziz Pizza,Yes,No,3.8,47,Koramangala 7th Block,Bites Quick,Burger Fast Food Pizza,400.0
Royal Calcutta Restaurant,Yes,No,4.0,270,Koramangala 1st Block,Bites Quick,Bengali Chinese Indian North,450.0
Dosa Plaza,Yes,No,3.8,141,Koramangala 5th Block,Bites Quick,Beverages Chinese Indian Indian North South,200.0
Gundappa Donne Biryani,No,No,3.1,117,Koramangala 7th Block,Bites Quick,Biryani,200.0
McDonald's,Yes,No,3.9,357,Koramangala 7th Block,Bites Quick,Burger Fast Food,500.0
Mountain Spice,Yes,No,3.9,188,Koramangala 8th Block,Bites Quick,Chinese Momos Nepalese Tibetan,400.0
Little Kolkata,Yes,No,3.9,96,Ejipura,Bites Quick,Bengali Indian North,500.0
Lakeview Milkbar,No,No,3.8,290,Koramangala 8th Block,Cafe Dessert Parlor,Cafe Desserts Fast Food,500.0
Chowpatty,Yes,No,3.6,95,Koramangala 1st Block,Bites Quick,Fast Food Food Indian North Street,300.0
Yummy Biryani,Yes,No,3.8,41,Koramangala 7th Block,Bites Quick,Biryani,200.0
Ghee Positive,Yes,No,3.8,48,Koramangala 8th Block,Bites Quick,Chinese Indian North,300.0
Friend's Cafe,Yes,No,3.9,554,Koramangala 7th Block,Bites Quick,American Chinese Fast Food,600.0
Min Mini Punjabi Dhaba,Yes,No,3.9,85,Koramangala 7th Block,Bites Quick,Indian North,400.0
Rollin,Yes,No,4.0,212,Koramangala 4th Block,Bites Quick,Chinese Continental Pizza,400.0
Shiv Sagar,No,No,3.9,150,Koramangala 7th Block,Court Food,Chinese Fast Food Food Indian North Street,500.0
The Hidden Cafe,Yes,No,3.9,96,Koramangala 1st Block,Bites Quick,Fast Food Indian North,350.0
Tibbs Frankie,No,No,3.5,70,Koramangala 7th Block,Bites Quick,Food Rolls Street,200.0
Coconadu,No,No,3.8,37,Koramangala 7th Block,Bites Court Food Quick,Kerala Konkan,400.0
Rolls On Wheels,No,No,2.6,153,Koramangala 1st Block,Bites Quick,Fast Food Momos Rolls,300.0
Litti Twist,Yes,No,4.2,106,Hosur Road,Bites Quick,Bihari Indian North,300.0
Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,Bites Quick,Indian North,150.0
Udupi Grand,No,No,2.8,64,Koramangala 7th Block,Bites Quick,Chinese Indian Indian North South,300.0
Delhi Food Point,Yes,No,3.3,912,Koramangala 1st Block,Bites Quick,Beverages Indian North,250.0
Daily Bread,No,No,2.7,53,Koramangala 4th Block,Bakery Bites Quick,Bakery Fast Food Italian,600.0
Food And You,No,No,3.8,89,Koramangala 5th Block,Bites Quick,Gujarati Indian North,300.0
Burger Lounge,Yes,No,3.5,76,Koramangala 5th Block,Bites Quick,Beverages Burger Fast Food,600.0
FNC Seafood,No,No,3.8,56,Koramangala 7th Block,Court Food,Fast Food Seafood,400.0
Malabar Coastal Cuisine,No,No,3.6,68,Koramangala 7th Block,Court Food,Kerala,550.0
Chai Chowk,No,No,3.8,81,Koramangala 7th Block,Bites Quick,Chinese Fast Food,200.0
Udupi Upahara,No,No,3.6,47,Koramangala 1st Block,Bites Quick,Indian Indian North South,300.0
Falafel's - The Lebanese Haus,No,No,2.9,53,Koramangala 7th Block,Bites Quick,Lebanese,300.0
Aaharam,No,No,4.0,65,Koramangala 1st Block,Bites Quick,Chinese Indian North,350.0
WOW! Momo,Yes,No,3.8,102,Koramangala 7th Block,Bites Quick,Momos Tibetan,400.0
Tapri By The Corner,Yes,No,4.1,205,Koramangala 5th Block,Bites Quick,Fast Food,250.0
Calvin's,Yes,No,3.8,433,Koramangala 5th Block,Bites Dessert Parlor Quick,Desserts,800.0
Pathaan Sir,Yes,No,3.8,132,Koramangala 7th Block,Bites Quick,Chinese Rolls,300.0
Chaiwala,Yes,No,3.1,54,Koramangala 1st Block,Bites Quick,Fast Food,100.0
Hammered,No,No,4.3,430,HSR,Bar Casual Dining,Asian Continental Indian Indian North South,1200.0
Pin Me Down,Yes,Yes,4.5,819,BTM,Casual Dining,Chinese Continental Indian Mexican North,800.0
Murphy's Brewhouse - The Paul Bangalore,No,Yes,4.3,2035,Domlur,Microbrewery Pub,Continental Finger Food Indian North,1700.0
Mudpipe Cafe,Yes,Yes,4.5,1880,BTM,Cafe,Burger Cafe Continental,900.0
Loveshack,No,Yes,4.0,1778,Domlur,Cafe Lounge,Burger Cafe Continental Goan Indian North Pizza,1600.0
Malabar Bay,Yes,Yes,4.2,1544,BTM,Casual Dining,Biryani Chinese Juices Kerala Seafood,800.0
Vembanad - The Paul,No,Yes,4.2,327,Domlur,Casual Dining,Kerala Seafood,1800.0
Jose's Mess,No,No,4.4,318,BTM,Mess,Biryani Indian Kerala South,300.0
Dadi's Dum Biryani,Yes,Yes,4.1,2727,BTM,Casual Dining,Biryani Indian Mughlai North,800.0
Savoury Restaurant,Yes,No,3.9,421,BTM,Casual Dining,Arabian Chinese Fast Food Indian North,800.0
Lounge 189,No,No,3.8,158,HSR,Bar Lounge,Continental Italian,1300.0
El Salver,Yes,Yes,3.9,74,BTM,Casual Dining,Chinese Indian Indian North South,900.0
Muthashy's,Yes,No,4.2,470,BTM,Bites Quick,Chinese Indian Kerala South,400.0
Kannur Food Point,No,No,4.0,141,BTM,Bites Quick,Chinese Kerala,200.0
Royal Paris,Yes,No,3.8,72,BTM,Casual Dining,Arabian Chinese Indian North,1000.0
Aaranya Restaurant,Yes,No,3.4,212,HSR,Casual Dining,Chinese Indian Mughlai North,800.0
Ashirvaad Grand,Yes,No,4.0,115,BTM,Bites Quick,Chinese Indian Indian North South,400.0
Donne Biriyani House,Yes,No,3.8,278,HSR,Bites Quick,Biryani,200.0
Ambur Star Briyani,Yes,No,3.7,118,BTM,Bites Quick,Biryani Kebab,400.0
Kabab Magic,Yes,No,3.8,884,BTM,Bites Quick,Fast Food Indian Kebab North,500.0
Bakers Town,Yes,No,3.6,42,BTM,Cafe,Cafe Continental Fast Food,600.0
Chaatimes,Yes,No,3.4,47,BTM,Bites Quick,Fast Food Food Street,200.0
Kairali,Yes,No,3.9,172,BTM,Bites Quick,Biryani Indian Seafood South,300.0
Indori Chatorey,Yes,No,2.8,137,BTM,Bites Quick,Food Indian North Street,300.0
The Biriyani Pedia,Yes,No,4.0,59,BTM,Bites Quick,Biryani Indian North,300.0
Royal Biryani Kitchen,Yes,No,3.9,195,BTM,Bites Quick,Biryani Indian Kebab North,600.0
Tasty Magic,Yes,No,2.7,74,BTM,Casual Dining,Chinese Indian North,600.0
Masala Dani - The Paul,No,No,3.7,56,Domlur,Casual Dining,Indian Mughlai North,1800.0
New Royal Treat,Yes,No,2.8,102,Bannerghatta Road,Bites Quick,Chinese Indian North,350.0
Fillers,Yes,No,3.9,140,BTM,Bites Quick,Fast Food Indian North,300.0
Melt,No,No,4.0,115,BTM,Casual Dining,Continental Fast Food Steak,1000.0
Avanti Indian Barbeque & Grill,No,No,3.4,46,Domlur,Casual Dining,Indian North,1100.0
Dash In,No,No,3.1,53,BTM,Casual Dining,Chinese Indian Kerala North,600.0
De Street Cafe,No,No,3.6,61,BTM,Cafe,Cafe,500.0
Sri Vishnupriya,No,No,3.0,67,BTM,Bites Quick,Chinese Indian Indian North South,300.0
Food Junction,No,No,3.5,43,BTM,Bites Quick,Biryani Chinese Food Indian North Street,400.0
New Farm Fresh,No,No,3.6,34,BTM,Bites Quick,Italian Pizza,650.0
Bamboo Heights,No,No,3.7,113,BTM,Casual Dining,Chinese Continental Fast Food,500.0
Chettayees,Yes,No,3.4,155,BTM,Bites Quick,Chinese Indian Kerala North,400.0
Dum Biryani Hub,Yes,No,3.9,66,BTM,Bites Quick,Biryani,700.0
New Punjabi Hotel,Yes,No,3.7,181,BTM,Bites Quick,Chinese Indian North,400.0
Biergarten,No,Yes,4.8,498,Koramangala 5th Block,Microbrewery Pub,Asian BBQ Chinese Continental European Finger Food Indian North,2100.0
Bombay Adda,No,Yes,4.4,2372,Koramangala 7th Block,Bar Casual Dining,Indian Modern,1100.0
The Bier Library,Yes,Yes,4.3,576,Koramangala 6th Block,Casual Dining Microbrewery,BBQ Continental Indian North Pizza,2000.0
The Old Fashioned Bar,No,Yes,4.5,578,Koramangala 6th Block,Bar,Continental Finger Food Indian North,1000.0
Barleyz,No,No,3.8,4655,Koramangala 6th Block,Lounge Microbrewery,Chinese Continental Indian North,2000.0
The Local - Terrace Drinkery,No,No,4.0,1408,Koramangala 6th Block,Casual Dining Pub,American BBQ Continental Pizza,1000.0
Gorilla Barfare,No,No,4.2,271,Koramangala 6th Block,Casual Dining Pub,Burger Continental Pizza,1400.0
Black Pepper Lounge - Case de Bengaluru,No,Yes,3.7,81,Koramangala 6th Block,Lounge,Finger Food,1200.0
Koramangala Social,Yes,No,4.6,4707,Koramangala 7th Block,Lounge,American Chinese Finger Food Indian North,1500.0
XOOX Brewmill,No,Yes,4.4,1577,Koramangala 5th Block,Casual Dining Microbrewery,Asian European Indian Modern,2000.0
Gilly's Restobar,No,Yes,4.5,3919,Koramangala 5th Block,Casual Dining Pub,Continental Finger Food Indian North,1000.0
Prost Brew Pub,No,Yes,4.5,7862,Koramangala 4th Block,Microbrewery Pub,American Continental Indian North Salad,1800.0
Brooks and Bonds Brewery,Yes,Yes,4.5,3991,Koramangala 5th Block,Casual Dining Microbrewery,Chinese Continental Finger Food Indian Mediterranean North,1600.0
The Fixx,No,Yes,4.3,223,Koramangala 4th Block,Bar Casual Dining,Chinese Continental Indian Indian Italian North South,1200.0
Fenny's Lounge And Kitchen,No,Yes,4.5,6383,Koramangala 7th Block,Bar Casual Dining,Continental Mediterranean Pizza Salad Seafood,1600.0
House Of Commons,No,Yes,4.7,4449,Koramangala 5th Block,Bar,Asian Continental Indian North,1000.0
Foxtrot - House of Subculture,No,Yes,4.4,375,Koramangala 3rd Block,Cafe Lounge,American Asian Cafe Indian North,1000.0
Drava,No,Yes,4.4,115,Koramangala 5th Block,Lounge,Asian Continental Indian North Pizza,1500.0
The Terrace at Gilly's Redefined,No,Yes,4.5,905,Koramangala 4th Block,Casual Dining Microbrewery,Asian Continental Finger Food Indian North,1400.0
The Boozy Griffin,No,Yes,4.6,5015,Koramangala 5th Block,Casual Dining Pub,Continental European,1800.0
Simon Says Brew Works,No,Yes,4.5,2011,Koramangala 5th Block,Casual Dining Microbrewery,American Burger Continental Indian Italian Modern Pizza,1400.0
Myu Bar at Gilly's Redefined,No,Yes,4.4,1244,Koramangala 4th Block,Bar Microbrewery,American Continental Finger Food Indian Italian North Pizza,1200.0
Sotally Tober,No,Yes,4.4,4090,Koramangala 4th Block,Bar Casual Dining,Asian Burger Chinese Finger Food Pizza,1200.0
Happy Brew,No,Yes,4.0,2161,Koramangala 5th Block,Lounge,American BBQ Chinese Continental Salad,1000.0
1522 - The Pub,No,Yes,4.2,1745,Koramangala 4th Block,Pub,Chinese Continental Indian North,1400.0
Crawl Street,Yes,Yes,4.3,2577,Koramangala 5th Block,Bar,Chinese Continental Finger Food Indian North,1200.0
B-hive,No,Yes,4.3,1561,Koramangala 1st Block,Pub,Finger Food Indian North,1200.0
The Beer Cafe,Yes,Yes,4.2,1179,Koramangala 4th Block,Pub,Burger Chinese Finger Food Italian,1300.0
Harry's Bar + Cafe,Yes,Yes,4.2,1370,Koramangala 7th Block,Bar Casual Dining,American Asian Mexican,1400.0
Cheers Pub Bar & Restro,No,Yes,3.7,0,Koramangala 4th Block,Bar Pub,Bar Continental Finger Food Food Indian North Pizza,1100.0
What's In A Name,Yes,Yes,4.1,1795,Koramangala 5th Block,Pub,Asian European Finger Food Italian,1200.0
Sathya's,No,Yes,4.1,759,Koramangala 3rd Block,Bar,Chinese Indian North,1200.0
Tilt Gastro Lounge,No,Yes,4.1,1241,Koramangala 5th Block,Casual Dining Lounge,American Chinese Continental Indian North,1500.0
Bulls N Bears - Bar Trade Xchange,No,Yes,3.9,155,Koramangala 5th Block,Bar Pub,Continental Finger Food Indian North Pizza,1000.0
Drunkling - Sizzlers and Pub,Yes,Yes,4.4,348,Koramangala 5th Block,Bar Casual Dining,Burger Chinese Continental Indian North Pizza Seafood,1000.0
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,Koramangala 4th Block,Bar,Chinese Finger Food Indian North,1200.0
Cilantro,Yes,Yes,4.0,281,Koramangala 4th Block,Bar Casual Dining,American Continental European Indian North Steak,1500.0
Sherlock's Pub,No,Yes,3.9,596,Koramangala 5th Block,Casual Dining Pub,Chinese Continental Indian North,1300.0
Tetto,Yes,No,3.7,130,Koramangala 1st Block,Bar Casual Dining,Continental,1200.0
Over The Top Terrace Lounge,No,Yes,3.9,1390,Koramangala 5th Block,Lounge,Continental Indian North,1400.0
Fandom at Gilly's Redefined,No,No,3.9,109,Koramangala 4th Block,Bar,Finger Food,1500.0
Barcode,No,Yes,3.8,170,Koramangala 4th Block,Bar,Indian Indian North South,1300.0
Hammered,No,No,4.3,430,HSR,Bar Casual Dining,Asian Continental Indian Indian North South,1200.0
Murphy's Brewhouse - The Paul Bangalore,No,Yes,4.3,2035,Domlur,Microbrewery Pub,Continental Finger Food Indian North,1700.0
Loveshack,No,Yes,4.0,1778,Domlur,Cafe Lounge,Burger Cafe Continental Goan Indian North Pizza,1600.0
The Black Pearl,No,Yes,4.7,10541,Koramangala 5th Block,Bar Casual Dining,European Indian Mediterranean North,1400.0
Boho,No,Yes,4.2,1760,Koramangala 5th Block,Casual Dining,American Asian Continental Desserts Indian North,1200.0
XOOX Brewmill,No,Yes,4.4,1577,Koramangala 5th Block,Casual Dining Microbrewery,Asian European Indian Modern,2000.0
Punjab Bistro,Yes,Yes,4.4,459,Koramangala 7th Block,Bar Casual Dining,Indian North,1500.0
Toscano,Yes,Yes,4.5,724,Koramangala 7th Block,Casual Dining,Italian Salad,1500.0
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,684,Koramangala 7th Block,Casual Dining,Biryani Indian Mughlai North,1500.0
Saara's Grill n Spice - SS Lumina Hotel,No,Yes,4.3,108,Koramangala 7th Block,Casual Dining,Arabian Beverages Indian North,1000.0
Buff Buffet Buff,Yes,Yes,4.5,3170,Koramangala 5th Block,Bar Casual Dining,Chinese Continental Indian North Salad Thai,1500.0
Sultans of Spice,Yes,Yes,4.5,3471,Koramangala 5th Block,Casual Dining,Indian Mughlai North Salad,1300.0
Asia Kitchen By Mainland China,Yes,Yes,4.9,2249,Koramangala 5th Block,Bar Casual Dining,Asian Chinese Momos Thai,1500.0
Bonsouth,Yes,Yes,4.2,2619,Koramangala 5th Block,Casual Dining,Andhra Chettinad Kerala,1300.0
Foxtrot - House of Subculture,No,Yes,4.4,375,Koramangala 3rd Block,Cafe Lounge,American Asian Cafe Indian North,1000.0
Onesta,Yes,Yes,4.4,9084,Koramangala 4th Block,Cafe Casual Dining,Cafe Italian Pizza,600.0
By The Blue - Grand Mercure,No,Yes,4.1,785,Koramangala 3rd Block,Casual Dining,Indian Mughlai North,1500.0
